SuspectID,CaseID,Name,Age,Gender,Arrested,Convicted
S3035,C1396,Sharon Humphrey,67,Female,Yes,Yes
S3036,C2647,Jenny Benton,64,Female,Yes,Yes
S3037,C2762,Monica George,49,Male,No,No
S3038,C1583,Lindsey Pruitt,56,Female,No,Yes
S3039,C1857,Brian Norris,66,Female,Yes,Yes
S3040,C1188,Scott Martin,68,Male,Yes,No
S3041,C2679,Peggy Dunn,34,Male,No,No
S3042,C2483,Allison Williams,28,Male,No,No
S3043,C1439,Sandra Allen,19,Female,Yes,Yes
S3044,C2160,Timothy Reynolds,51,Male,Yes,Yes
S3045,C2080,Cindy Holland,69,Female,No,No
S3046,C2958,Amber Johnston,21,Male,No,Yes
S3047,C1344,Mary Figueroa,25,Female,No,Yes
S3048,C2346,Christina Evans,42,Female,No,No
S3049,C1564,Mr. James Thompson,42,Female,Yes,No
S3050,C1502,John Peters,56,Female,No,No
S3051,C1350,Alexis Jones,25,Male,Yes,Yes
S3052,C2804,Donald Leblanc,50,Male,No,Yes
S3053,C2203,Brittany Long,33,Male,No,Yes
S3054,C2847,Suzanne Lopez,60,Female,Yes,Yes
S3055,C1223,Debra Williams DVM,44,Male,Yes,No
S3056,C1574,Nancy Brown,56,Female,No,No
S3057,C2219,Ashley Quinn,62,Female,Yes,No
S3058,C1372,Richard Schultz,62,Male,No,No
S3059,C2962,Carl Pratt,36,Male,Yes,No
S3060,C1458,Duane Matthews,38,Male,Yes,Yes
S3061,C2871,Tara Roberts,50,Female,Yes,No
S3062,C2104,Jeremiah Watson,65,Female,No,No
S3063,C2604,Melanie Juarez,65,Female,Yes,No
S3064,C1665,Gary Williams,48,Male,Yes,Yes
S3065,C1225,Erica Cardenas,67,Male,No,Yes
S3066,C2856,Rita Cross,35,Male,No,Yes
S3067,C1788,Molly Carter,28,Male,No,No
S3068,C1968,Andrew Mcgee,64,Male,No,Yes
S3069,C1380,Alyssa Gomez,36,Female,No,No
S3070,C2618,Devon Anderson,29,Female,No,No
S3071,C2637,Russell Lloyd,65,Female,Yes,No
S3072,C1692,Vincent Watson,53,Female,No,Yes
S3073,C1182,Paul Osborn,26,Female,Yes,No
S3074,C2873,Jessica Choi,39,Male,No,Yes
S3075,C1083,Christopher Dudley,47,Female,Yes,No
S3076,C2258,Dawn Ruiz,30,Male,No,Yes
S3077,C1938,Belinda Chambers,33,Male,No,Yes
S3078,C2095,Robert Anderson,65,Male,No,No
S3079,C1099,Phillip Ramirez,65,Male,Yes,Yes
S3080,C2860,Alexandra Adams,62,Male,Yes,No
S3081,C2121,Terri Douglas,51,Female,Yes,Yes
S3082,C1381,Christopher Tyler,59,Male,Yes,No
S3083,C2879,Tiffany Simpson DVM,38,Male,Yes,Yes
S3084,C1204,Mrs. Sara Crane,60,Male,Yes,No
S3085,C2315,Sierra James,33,Female,No,Yes
S3086,C2573,Karen Patterson,35,Female,No,No
S3087,C1432,Daniel Bryant,20,Female,Yes,Yes
S3088,C2805,Evan Morris,55,Female,Yes,No
S3089,C1077,Brandon Price,56,Female,Yes,No
S3090,C2873,David Butler,28,Female,Yes,Yes
S3091,C2921,Samantha Jackson,69,Male,Yes,Yes
S3092,C1860,Luis Patterson,26,Female,Yes,Yes
S3093,C1394,Ronald Ross,67,Male,No,No
S3094,C1604,Tina Adams,63,Male,No,No
S3095,C1130,Ethan Barnes,25,Male,Yes,Yes
S3096,C1917,Chad Thompson,33,Female,No,Yes
S3097,C1136,Eric Hansen,68,Male,Yes,No
S3098,C1963,Jordan Daniels,60,Female,No,Yes
S3099,C2184,Jessica Phillips,44,Female,No,Yes
S3100,C1386,John Johns,61,Male,No,No
S3101,C1906,Joel Ramirez,35,Female,Yes,No
S3102,C2698,Mark Webster,36,Male,No,Yes
S3103,C2054,Amy Mitchell,33,Female,Yes,No
S3104,C2501,Sarah Mcintosh,67,Female,Yes,No
S3105,C1532,Jennifer Rodriguez,62,Female,Yes,Yes
S3106,C2422,Craig Mendoza,68,Female,Yes,No
S3107,C1769,Brianna Martinez,67,Male,Yes,Yes
S3108,C1694,Dr. Justin Miller MD,61,Male,Yes,No
S3109,C2671,Veronica Andrews,40,Female,Yes,Yes
S3110,C1966,Beth Stephens,68,Female,Yes,No
S3111,C2856,Stephen Nelson,63,Male,Yes,No
S3112,C2848,Nicole Le,24,Male,Yes,No
S3113,C1899,Francisco Ward,30,Male,No,No
S3114,C2991,Timothy Fuller,34,Female,No,No
S3115,C2117,Robert Martin,48,Female,No,Yes
S3116,C1738,Cynthia Miller,67,Female,No,Yes
S3117,C2093,Cynthia Hughes,61,Male,No,Yes
S3118,C1465,Maria Murray,51,Female,No,No
S3119,C2267,Jerry Knapp,59,Female,Yes,Yes
S3120,C2984,Lucas Green,49,Male,No,Yes
S3121,C1593,Dean Meadows,28,Male,Yes,Yes
S3122,C1685,Jeremy Jackson,22,Male,Yes,No
S3123,C1780,Tiffany Montgomery,64,Male,No,Yes
S3124,C1002,Whitney Wilson,18,Female,Yes,No
S3125,C2876,William Ryan,52,Male,No,Yes
S3126,C1500,Thomas Schwartz,64,Male,Yes,Yes
S3127,C1240,Yvonne Lopez,20,Female,No,No
S3128,C2926,Justin Patel,23,Female,Yes,Yes
S3129,C2342,Ryan Archer,63,Male,No,No
S3130,C1645,Jason Little,67,Female,Yes,Yes
S3131,C1771,James Bishop,25,Female,No,Yes
S3132,C1981,Christopher Adkins,38,Male,No,Yes
S3133,C1054,Kathleen Washington,33,Male,Yes,Yes
S3134,C1662,Justin Burch MD,57,Male,Yes,No
S3135,C1327,Emily Kim MD,41,Male,No,Yes
S3136,C2409,Leah Rivera,62,Male,No,No
S3137,C2663,Shaun Walsh,26,Female,Yes,No
S3138,C1793,Tracey Miller,30,Male,No,No
S3139,C1016,Christopher Reynolds,29,Female,Yes,Yes
S3140,C2535,Richard Young,31,Male,Yes,No
S3141,C1353,Andre Snow,21,Female,No,Yes
S3142,C2115,Alexandra Santos,55,Male,No,Yes
S3143,C1981,Diane Lee,66,Female,Yes,No
S3144,C2532,Karen Fitzpatrick,19,Female,Yes,No
S3145,C2546,Elizabeth Allen,36,Male,Yes,Yes
S3146,C2225,Kimberly Moyer,29,Female,No,Yes
S3147,C1379,Christopher Larson,44,Female,Yes,No
S3148,C2155,Stephanie Parsons,29,Female,No,Yes
S3149,C1649,Edward Johnson,42,Male,Yes,No
S3150,C1584,Michael Church,63,Female,No,Yes
S3151,C2474,Jessica Hughes,59,Female,No,No
S3152,C2149,Robert Jackson,39,Female,No,No
S3153,C1436,Danielle Ross,38,Male,No,No
S3154,C2439,Troy Hoover,40,Male,Yes,No
S3155,C2091,Mrs. Erika Gibson PhD,49,Female,No,Yes
S3156,C1044,Scott Ford,21,Male,No,No
S3157,C2318,Kathryn Buchanan,43,Male,Yes,Yes
S3158,C1672,Kristin Brown DDS,34,Male,Yes,Yes
S3159,C2209,Barbara Walton,18,Female,No,Yes
S3160,C1245,Steven Lopez DDS,20,Female,Yes,Yes
S3161,C1028,Dawn Garrett,31,Male,Yes,No
S3162,C1851,Jesse Mccarthy,31,Male,No,No
S3163,C1102,Karen Davis,53,Male,No,Yes
S3164,C1070,Jose Kim,65,Male,No,No
S3165,C2016,Emily Smith,51,Female,Yes,No
S3166,C1914,Ashley Reynolds,41,Male,No,No
S3167,C1074,Dawn Ruiz,62,Male,Yes,Yes
S3168,C1165,Jacob Craig,22,Male,Yes,No
S3169,C1036,Brandon Villanueva,56,Male,Yes,Yes
S3170,C1673,Ronald Larson,43,Male,No,No
S3171,C1896,Jamie White,36,Female,Yes,Yes
S3172,C2409,Shawn Hernandez,63,Male,Yes,Yes
S3173,C2410,Ariel Butler,53,Male,Yes,Yes
S3174,C2634,Alejandra Howard,28,Male,No,No
S3175,C1793,Holly Rasmussen,27,Male,No,Yes
S3176,C2597,Steven Thomas,23,Male,Yes,Yes
S3177,C2139,Elizabeth Green,45,Female,No,Yes
S3178,C2071,Christine Martinez,50,Female,Yes,No
S3179,C1701,Sandra Bender,62,Male,Yes,Yes
S3180,C2507,Angela Bell,63,Male,No,No
S3181,C2353,Tonya Nichols,28,Female,No,Yes
S3182,C2163,Timothy Sanders,61,Male,Yes,Yes
S3183,C1918,Gerald Lawrence,39,Female,No,Yes
S3184,C2534,Jonathan Reyes,33,Female,No,Yes
S3185,C2418,Kenneth Bentley,57,Female,Yes,Yes
S3186,C2190,Meghan Oconnell,28,Female,No,Yes
S3187,C1926,Robert Taylor,31,Male,Yes,Yes
S3188,C2693,Roger Bruce,45,Female,Yes,Yes
S3189,C2315,Michael Steele,67,Female,No,Yes
S3190,C2853,Gregory Acevedo,19,Female,Yes,Yes
S3191,C2640,Jose Carpenter,33,Female,No,Yes
S3192,C1256,Lisa Martin,56,Female,No,No
S3193,C2832,William Melendez MD,58,Male,No,Yes
S3194,C2085,James Watson,66,Male,Yes,Yes
S3195,C2584,Robert Gallagher,52,Male,Yes,No
S3196,C2560,Nathan Ross,49,Female,Yes,Yes
S3197,C1573,Christine West,43,Male,No,No
S3198,C1978,Scott Reyes,24,Male,Yes,Yes
S3199,C2155,Edward Norris,40,Female,Yes,No
S3200,C2353,Jennifer White,56,Male,Yes,Yes
S3201,C2996,Donald Brady,19,Male,Yes,No
S3202,C2290,Roger Villanueva,57,Female,Yes,Yes
S3203,C2944,Emily Marks,19,Male,Yes,No
S3204,C1496,John Nguyen,43,Female,Yes,Yes
S3205,C2943,David Garcia,19,Male,Yes,No
S3206,C2106,Sarah Griffith,67,Male,No,No
S3207,C2266,Charles Waller,33,Male,No,Yes
S3208,C1044,Laura Rodriguez,26,Male,Yes,No
S3209,C1623,Jesse Walters,36,Male,No,Yes
S3210,C2314,Logan Walter,58,Male,No,Yes
S3211,C1777,Taylor Nelson,57,Male,Yes,No
S3212,C2808,Lori Jenkins,35,Male,No,No
S3213,C2613,Sharon Bell,32,Female,No,Yes
S3214,C1915,Joshua Munoz,70,Male,Yes,No
S3215,C2566,Derek Hammond,27,Male,No,No
S3216,C1369,Michelle Chaney,20,Female,No,No
S3217,C2090,Cynthia Manning,29,Female,Yes,No
S3218,C2649,Lisa Perry,63,Female,No,Yes
S3219,C2336,Joe Richard,31,Female,No,Yes
S3220,C2905,Gerald Larson,46,Male,Yes,No
S3221,C2857,Haley Caldwell,35,Female,No,Yes
S3222,C2735,Jennifer Walker,25,Male,Yes,Yes
S3223,C2026,William Willis,62,Male,No,No
S3224,C1183,Jonathan Stone,64,Male,No,Yes
S3225,C1621,Justin Anderson,52,Male,Yes,No
S3226,C2489,Aaron Knox,22,Male,Yes,No
S3227,C2674,Brandon Abbott,68,Male,Yes,No
S3228,C1062,Charles Flores,39,Female,Yes,No
S3229,C2921,Robert Willis,68,Male,No,Yes
S3230,C2045,Andrew Cook,31,Male,Yes,Yes
S3231,C2367,Erik Spears,53,Male,Yes,Yes
S3232,C2814,Ryan Clayton,47,Female,No,Yes
S3233,C2239,Nancy Bryant,64,Male,No,No
S3234,C1784,William Arnold,65,Female,Yes,Yes
S3235,C2050,Melissa White,65,Male,No,Yes
S3236,C2934,Jessica Meyer,55,Male,Yes,Yes
S3237,C1634,Samuel Robinson,26,Male,No,No
S3238,C2688,Dana Butler,51,Female,Yes,Yes
S3239,C2803,Jonathan Byrd,49,Male,Yes,Yes
S3240,C2880,Felicia Russell,56,Female,No,Yes
S3241,C2520,Alexis Haney,42,Male,No,Yes
S3242,C1941,Nathan Perkins,53,Male,No,Yes
S3243,C1042,Victor Rogers,34,Male,No,No
S3244,C1804,Melissa Smith,64,Female,Yes,Yes
S3245,C2448,Robert Bennett,60,Male,No,Yes
S3246,C2459,Linda Michael,22,Female,Yes,No
S3247,C2156,Robert Davis,41,Male,No,No
S3248,C1396,Derrick Smith,27,Male,No,Yes
S3249,C2162,Tonya Wilson,18,Male,Yes,No
S3250,C1047,Elizabeth Ward,19,Female,No,No
S3251,C1894,Sabrina Ramos,43,Female,No,Yes
S3252,C1597,Jordan Martin,35,Male,No,Yes
S3253,C2023,James Wolfe,35,Male,Yes,Yes
S3254,C2536,David Baxter,64,Male,Yes,Yes
S3255,C2695,Danielle Bradford,62,Female,Yes,No
S3256,C1603,Scott James,37,Female,No,Yes
S3257,C1059,Christy Johnson,54,Male,Yes,Yes
S3258,C2157,Denise Harris,45,Male,No,No
S3259,C1777,Timothy Hernandez,61,Female,Yes,Yes
S3260,C1569,Kenneth Green,44,Male,Yes,Yes
S3261,C2428,Alexander Jackson,20,Female,No,No
S3262,C2643,Frederick Wade,32,Male,Yes,No
S3263,C1627,David Byrd,65,Female,Yes,Yes
S3264,C1024,April Hull,54,Female,Yes,Yes
S3265,C2985,Stefanie Anderson,26,Female,No,No
S3266,C1356,Lori Blankenship,58,Male,No,No
S3267,C2791,Kristi Russell,66,Male,Yes,Yes
S3268,C2981,Stephen Ryan,25,Male,Yes,No
S3269,C1857,Mark Myers,52,Female,No,No
S3270,C1985,Austin Padilla,63,Male,Yes,Yes
S3271,C1666,Melanie Howe,46,Male,No,No
S3272,C1393,Andres Garcia,70,Female,No,No
S3273,C2219,David Palmer,62,Male,Yes,No
S3274,C2694,Jessica Phillips,61,Female,No,No
S3275,C2124,Michael Becker,59,Male,No,Yes
S3276,C1006,Ebony Johnson,43,Male,Yes,Yes
S3277,C1887,Elizabeth Price,20,Male,Yes,Yes
S3278,C1723,Derrick Alexander,63,Female,No,No
S3279,C1992,Scott Willis,39,Female,No,Yes
S3280,C2286,Monica Carpenter,33,Male,Yes,No
S3281,C1785,Margaret Koch,48,Male,Yes,Yes
S3282,C1328,Melissa Hughes,35,Female,Yes,Yes
S3283,C1443,Sean Briggs,36,Male,No,No
S3284,C1709,Dr. Jeremy Howard MD,36,Male,Yes,No
S3285,C2169,Elizabeth Love MD,25,Male,Yes,No
S3286,C1194,Marie Stevens,48,Female,No,Yes
S3287,C2837,Allison Ruiz,34,Male,Yes,Yes
S3288,C1705,Carolyn Boyer,36,Female,No,No
S3289,C1797,Jeremiah Moore,69,Male,No,Yes
S3290,C2596,Mrs. Alexis Ibarra,19,Male,Yes,Yes
S3291,C1752,Craig Khan,54,Male,Yes,Yes
S3292,C1698,Dr. Jessica Molina DDS,27,Female,Yes,Yes
S3293,C1083,Alejandro James,44,Female,Yes,Yes
S3294,C1826,Kenneth Lewis,29,Male,No,Yes
S3295,C2410,Ms. Amy Cole,59,Female,No,No
S3296,C2795,Michael Snyder,36,Female,Yes,No
S3297,C1598,Paul Moss,63,Male,Yes,No
S3298,C1120,Ronald Odom,68,Male,Yes,Yes
S3299,C2533,Monica Simpson MD,40,Male,Yes,Yes
S3300,C2764,Randall Smith,56,Female,Yes,No
S3301,C1352,Kelly Meza,31,Female,Yes,No
S3302,C2566,Rodney Brown,35,Female,Yes,Yes
S3303,C2193,Jeffery Rivera,56,Male,No,No
S3304,C2369,Sheila Maldonado,52,Female,Yes,Yes
S3305,C1051,Matthew Griffin,21,Female,Yes,No
S3306,C2272,Nicole Alexander,46,Female,Yes,No
S3307,C1368,John Chen,67,Male,Yes,No
S3308,C2957,Meagan Aguilar,67,Female,No,No
S3309,C2921,Michele Kelly,59,Male,No,No
S3310,C2833,Christopher Acevedo,48,Female,No,No
S3311,C2806,John Hutchinson,34,Male,No,No
S3312,C2672,Amy Coleman,49,Female,No,Yes
S3313,C1982,Cameron Porter,27,Male,No,Yes
S3314,C1375,Hannah Wiley,48,Male,Yes,No
S3315,C1561,Nicholas Morgan,35,Female,No,Yes
S3316,C1153,Emma Castillo,40,Female,No,No
S3317,C2711,Courtney Johnson PhD,47,Female,Yes,Yes
S3318,C1432,Vanessa Woods,39,Male,Yes,Yes
S3319,C2839,Robert Miller,69,Male,Yes,No
S3320,C1542,Virginia Adams,59,Female,No,No
S3321,C2412,Timothy Brown,69,Male,Yes,Yes
S3322,C1578,Stacey Byrd,35,Male,No,Yes
S3323,C1597,Richard Howell,37,Female,Yes,Yes
S3324,C1805,Kevin Henson,46,Male,No,Yes
S3325,C2041,Chase Conner,49,Male,Yes,No
S3326,C1644,Dana Merritt,67,Female,No,No
S3327,C2880,Mario Sanders,50,Male,No,No
S3328,C2280,Leslie Rodriguez,32,Female,Yes,Yes
S3329,C2966,Lisa Mills,64,Female,No,No
S3330,C1980,Pamela Fletcher,52,Male,No,Yes
S3331,C2438,Pamela Gray,66,Male,Yes,Yes
S3332,C2560,Jennifer Coffey,19,Female,No,Yes
S3333,C2184,John Hayes,67,Male,Yes,No
S3334,C2290,Rebecca Brown,55,Male,No,No
S3335,C2924,Jamie Lambert,55,Male,No,No
S3336,C2670,Kevin Ward,41,Male,No,No
S3337,C1818,Jessica Hill,34,Female,Yes,No
S3338,C2267,Jennifer Parsons,41,Male,No,Yes
S3339,C1397,Brandon Huff,52,Male,Yes,Yes
S3340,C1468,Mary Foster,40,Female,No,Yes
S3341,C1819,Noah Simmons,21,Female,No,Yes
S3342,C2951,Sonya Green,55,Male,Yes,No
S3343,C2972,George Crosby,40,Male,Yes,Yes
S3344,C2025,Matthew Goodman,24,Male,Yes,Yes
S3345,C2205,Reginald Gentry,33,Male,No,No
S3346,C1482,Casey Williams,26,Female,No,No
S3347,C2187,Thomas Mann,49,Male,Yes,No
S3348,C2765,Jeanette Taylor,40,Male,Yes,No
S3349,C2552,Kevin Contreras,28,Male,No,No
S3350,C1149,Nathaniel Davis,55,Female,No,No
S3351,C1630,Stephanie Quinn,59,Male,No,No
S3352,C1045,Thomas Torres,23,Male,No,Yes
S3353,C1913,Lacey Pierce,19,Female,No,Yes
S3354,C1278,Tiffany Moore,34,Female,Yes,No
S3355,C1844,Todd Sanchez,22,Male,Yes,No
S3356,C1364,Kyle Santana,64,Female,No,No
S3357,C1572,Christopher Nichols,50,Male,Yes,Yes
S3358,C1242,Jennifer Murray,62,Male,Yes,No
S3359,C2824,Carolyn Morris,24,Male,Yes,No
S3360,C1428,William Meza,56,Female,No,No
S3361,C1661,David Morgan,30,Male,No,No
S3362,C2362,Matthew Duke,54,Female,Yes,No
S3363,C2948,April Martin,62,Male,No,No
S3364,C2126,Gloria Hendrix,67,Female,No,No
S3365,C2687,Ryan Nelson,24,Male,No,Yes
S3366,C2949,Kara Johnson,43,Female,Yes,Yes
S3367,C1525,Jeffrey Grant,36,Female,No,Yes
S3368,C2836,David Jackson,30,Male,Yes,Yes
S3369,C2678,Shannon Oneal,21,Female,Yes,No
S3370,C1969,Mr. Scott Perry MD,39,Male,Yes,No
S3371,C1360,Justin Johnson,28,Male,Yes,Yes
S3372,C1492,Cheryl Rivera,27,Female,Yes,Yes
S3373,C2407,Eric Velasquez,66,Female,Yes,Yes
S3374,C2494,Joshua Cook,69,Female,Yes,Yes
S3375,C2142,Jeffrey Mayer MD,47,Male,No,No
S3376,C2866,Yolanda Harrison,61,Male,Yes,Yes
S3377,C2150,Michael Mccarthy,33,Male,No,No
S3378,C1918,Angela Ward,40,Female,Yes,Yes
S3379,C2947,Nicole Murphy,25,Male,Yes,Yes
S3380,C2808,Victoria Morgan,35,Female,No,No
S3381,C2478,Ann Bass,62,Male,Yes,No
S3382,C1756,Carlos Hampton,29,Male,No,Yes
S3383,C2283,Gina Goodwin,18,Male,Yes,Yes
S3384,C2505,Bradley Floyd,55,Male,No,Yes
S3385,C1607,Allison Robertson,27,Female,Yes,Yes
S3386,C1748,Joseph Hughes,20,Female,No,Yes
S3387,C1850,Jasmine Hayes,31,Female,No,Yes
S3388,C1129,Rachel Hernandez,36,Male,No,Yes
S3389,C2927,Bryan Lewis,19,Female,Yes,No
S3390,C1111,Krystal Houston,36,Female,Yes,No
S3391,C1427,Shannon Green,69,Male,No,No
S3392,C1136,Kevin Johnson,31,Female,No,Yes
S3393,C2596,Austin Spears,23,Male,Yes,No
S3394,C2307,Cody Hutchinson,32,Male,No,Yes
S3395,C2289,Madison Webb,18,Male,Yes,No
S3396,C1328,Javier Garcia,39,Male,No,Yes
S3397,C1326,Paul Sanford,64,Male,No,No
S3398,C2728,Robert Stewart,56,Male,No,Yes
S3399,C1387,Casey Hobbs,57,Female,No,Yes
S3400,C2845,Adam Mendez,23,Female,Yes,Yes
S3401,C2669,Erica Morgan,45,Male,Yes,No
S3402,C1700,Willie Johnson,49,Female,Yes,No
S3403,C1880,Chad Morrow,18,Male,Yes,No
S3404,C1309,Anthony Gutierrez,57,Male,No,Yes
S3405,C1744,Joseph Brooks,67,Male,No,No
S3406,C2243,Travis Bautista,68,Female,No,Yes
S3407,C2342,Steven Meyer,42,Male,Yes,Yes
S3408,C1697,Rachel Todd,25,Male,No,Yes
S3409,C2909,Christopher Christian,23,Male,Yes,No
S3410,C1406,Danielle Lynn,69,Female,No,No
S3411,C1637,Patrick Rivera,52,Male,No,Yes
S3412,C2521,William Perry,39,Male,No,No
S3413,C2079,Casey Vaughn,66,Male,No,Yes
S3414,C1365,Calvin Le,32,Female,No,No
S3415,C1195,Tyler Peters,18,Male,Yes,No
S3416,C1446,Melissa Floyd,51,Male,No,Yes
S3417,C2905,Darlene Walker,48,Female,No,Yes
S3418,C1002,Amanda Pugh,49,Female,Yes,Yes
S3419,C2282,Justin Garcia,26,Male,Yes,No
S3420,C1959,Heather Nelson,36,Female,Yes,No
S3421,C1415,Jordan Hampton,20,Male,Yes,No
S3422,C1486,Susan Contreras,32,Male,Yes,Yes
S3423,C1702,Morgan Barber,24,Female,No,No
S3424,C1331,Jeremy Hayes,23,Female,No,No
S3425,C2520,Jeffery Chung,50,Male,Yes,Yes
S3426,C1388,Melissa Smith,53,Female,Yes,No
S3427,C1960,Karen Boone,31,Male,Yes,Yes
S3428,C1966,Elizabeth Cunningham,30,Female,Yes,Yes
S3429,C1153,Katie Martin,21,Male,Yes,No
S3430,C1413,Brandon Pace,54,Male,Yes,Yes
S3431,C2095,Emily Simmons,37,Female,Yes,Yes
S3432,C2386,Shawn Roach,32,Female,No,No
S3433,C2455,Tammy Henry,52,Female,Yes,Yes
S3434,C2690,Tracey Garcia,70,Male,No,Yes
S3435,C1357,Virginia Fuller,46,Female,Yes,No
S3436,C1306,Natalie Horton,25,Female,Yes,No
S3437,C2466,Logan Miller,37,Male,Yes,Yes
S3438,C1613,Charlene Wilson,57,Male,No,No
S3439,C1488,Kathryn Cunningham,57,Male,Yes,No
S3440,C1419,Anthony Cisneros,56,Female,Yes,No
S3441,C2296,Philip Garcia,47,Female,Yes,Yes
S3442,C1713,Patricia Johnson DVM,22,Male,Yes,No
S3443,C2473,Troy Williams,19,Female,Yes,No
S3444,C2433,Hannah Davis,33,Male,No,No
S3445,C1985,Andrew Caldwell,53,Female,No,Yes
S3446,C2338,Alex Kennedy,56,Male,Yes,No
S3447,C2415,Ian Smith,69,Female,No,No
S3448,C2267,Emily Watts,22,Male,Yes,No
S3449,C1411,Steven Harrington,64,Male,No,Yes
S3450,C1888,Craig Mccoy,38,Female,Yes,Yes
S3451,C1380,Nicole Roberts,22,Female,Yes,Yes
S3452,C1856,David Morgan,28,Male,No,No
S3453,C1960,Ryan Werner,26,Female,No,Yes
S3454,C1185,Christopher Lowe,47,Male,Yes,Yes
S3455,C2040,Melissa Jackson,48,Female,Yes,No
S3456,C2648,Elizabeth Bentley,62,Male,No,Yes
S3457,C1629,Nicole Wright,50,Female,Yes,Yes
S3458,C1779,Kevin Hess,60,Male,Yes,No
S3459,C2094,Denise Griffin,66,Male,No,Yes
S3460,C1559,Laura Edwards,19,Female,No,No
S3461,C2156,Michael Jarvis,56,Female,No,Yes
S3462,C1122,Donald Wilson,68,Male,No,Yes
S3463,C2844,Aaron Cox,36,Male,Yes,No
S3464,C1751,Robin Roberts,26,Female,Yes,Yes
S3465,C2607,Ashley Mullins,35,Female,No,No
S3466,C2406,Sandra Ramirez,44,Female,No,Yes
S3467,C2106,Sherri Brown,41,Male,Yes,Yes
S3468,C1733,Cindy Vasquez,63,Male,No,No
S3469,C1137,Keith Lane,22,Male,No,Yes
S3470,C2120,Christina Howard,26,Female,Yes,No
S3471,C1755,Jessica Barr,18,Male,Yes,No
S3472,C2542,Rachel Trevino,27,Male,Yes,No
S3473,C2474,Ryan Camacho,47,Male,Yes,Yes
S3474,C2779,Alexis Mitchell,46,Female,No,No
S3475,C1151,Brian Holmes,58,Female,Yes,Yes
S3476,C1202,Megan Williams,24,Male,No,No
S3477,C2881,Victoria Lucas,54,Male,Yes,No
S3478,C1053,Nancy Swanson,60,Female,No,No
S3479,C1666,James Jones,70,Male,No,No
S3480,C2660,Mary Jones,36,Female,No,No
S3481,C2041,Timothy Dalton MD,64,Female,Yes,No
S3482,C2769,Anna Best,40,Female,Yes,No
S3483,C2839,Alexander Doyle,31,Male,No,Yes
S3484,C2196,Steven Benson,35,Male,Yes,No
S3485,C2917,Sandra Bryant,21,Female,No,Yes
S3486,C2763,Mary Walton,60,Male,No,No
S3487,C2719,Jamie Ortiz,47,Male,No,Yes
S3488,C1881,Brittany Silva,52,Female,No,Yes
S3489,C2051,Louis Allen,26,Female,No,Yes
S3490,C2950,Hunter Day,23,Female,Yes,No
S3491,C2960,Christine Curry,56,Female,Yes,Yes
S3492,C1473,Adriana Ramirez,21,Male,Yes,No
S3493,C1928,Donald Green,39,Male,Yes,No
S3494,C2438,Kari Andrade,45,Male,No,Yes
S3495,C2785,Thomas Green,60,Female,No,No
S3496,C2547,Andrew Miller,40,Female,Yes,Yes
S3497,C1747,Kimberly Williams,45,Male,Yes,Yes
S3498,C1389,Steven Hoffman,59,Male,Yes,Yes
S3499,C2846,Justin Burnett,31,Male,Yes,No
S3500,C2574,Lisa Rangel,67,Male,Yes,Yes
S3501,C1448,Mr. Terry Griffin DDS,63,Male,Yes,Yes
S3502,C2723,Karen Malone,46,Male,Yes,No
S3503,C1377,Jeffrey Rosales,67,Female,No,No
S3504,C2123,Sara Gutierrez,60,Male,No,Yes
S3505,C1741,Colin Pruitt,60,Male,No,No
S3506,C1950,Michael Smith,45,Female,Yes,No
S3507,C2727,Lisa Stafford,69,Male,No,Yes
S3508,C1450,Angelica Meyers,23,Male,No,No
S3509,C1991,Christopher Bailey,62,Female,No,Yes
S3510,C1466,Daniel White,69,Female,No,No
S3511,C2486,Wanda Alexander,62,Female,Yes,Yes
S3512,C2988,Peter Perez,42,Male,Yes,Yes
S3513,C2203,Dale Smith,61,Female,Yes,No
S3514,C2740,Aaron Wagner,42,Male,Yes,No
S3515,C1350,Kara Osborne,66,Female,Yes,No
S3516,C1738,Jeffery Baker,34,Male,No,Yes
S3517,C1121,Carrie Reyes,55,Male,Yes,Yes
S3518,C1755,Michael Clark,38,Female,Yes,No
S3519,C1006,Heather Farrell,27,Female,No,Yes
S3520,C2749,Mrs. Melinda Johnson DDS,45,Male,No,No
S3521,C1733,Melissa Crawford,43,Female,Yes,Yes
S3522,C1619,Erica Chambers,40,Male,Yes,Yes
S3523,C2651,Tracy Anderson,25,Male,Yes,Yes
S3524,C2116,Diane Burns,34,Female,Yes,No
S3525,C2830,Danielle Freeman,66,Male,Yes,No
S3526,C1006,Stacy Jennings,41,Female,No,Yes
S3527,C2702,Brittany Perez,25,Female,Yes,No
S3528,C2850,Edward Wyatt,46,Male,Yes,No
S3529,C2244,Jennifer Craig,46,Female,Yes,No
S3530,C2157,Thomas Mendez,22,Female,Yes,No
S3531,C1044,James Peck,24,Female,Yes,No
S3532,C1534,George Graham,65,Male,No,Yes
S3533,C2369,Nancy Murray,35,Female,Yes,Yes
S3534,C1096,Melissa Reynolds,28,Female,Yes,Yes
S3535,C2526,Robert Acosta,42,Female,No,No
S3536,C1516,Carolyn Hamilton,64,Male,Yes,No
S3537,C2338,Zachary Lee,28,Female,No,Yes
S3538,C2489,Shane Cervantes,58,Female,No,No
S3539,C1025,Patrick Townsend,69,Male,No,Yes
S3540,C2554,Carolyn Hoffman,58,Female,No,Yes
S3541,C2951,Michael Barber,21,Male,No,No
